#,Nombre Requisito,Fed - Estatal - Municipal,Ley - reglamento,Nombre,Artículo,Fracción y/o Inciso
0,No aplica,No disponible,No aplica,No aplica,No aplica,No aplica
1086,Póliza de seguro vigente (del vehículo que conducirá el menor).,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,114,V
1087,"Solicitud de petición del servicio dirigido al Director de Tránsito de la Secretaría de Seguridad Pública y Vialidad de Monterrey, en donde deberá expresar:
 La necesidad de capacitación (temática)
 La cantidad de personas
 Tipo de aforo (adultos, adolescentes, niños)
 Ubicación del plantel o empresa.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,124 BIS,No aplica
1088,Identificación oficial.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,"V, c"
1089,Comprobante de pago de multa.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,"V, d"
1090,"Acreditar el tratamiento o curso de rehabilitación en una carta expedida por la institución donde llevo a cabo la platica (en caso que se le retirara la licencia por conducir en estado de ebriedad completo o estado de ebriedad incompleto, o bajo el influjo de drogas o sustancias tóxicas);.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,No aplica
1091,Tarjeta de circulación del vehículo.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,C
1092,"En caso de ser una persona moral, se le solicitara Acta Constitutiva Notariada.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,164,IV
1093,"En caso de ser una persona moral,se solicitara Carta poder notariada del representante o administrador único de la empresa.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,164,IV
1094,"En caso de ser una persona moral,se solicitara Identificación Oficial del representante.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,164,IV
1095,Comprobante de domicilio con antigüedad no mayor a tres meses.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1096,Comprobante de no adeudo de infracciones de tránsito.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1097,Documento expedido por la agencia del Ministerio Público y/o autoridad judicial competente en el que se autorice la liberación del vehículo (en caso de que aplique).,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1098,Factura o documento con el que se acredite la propiedad del vehículo.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1099,Identificación personal preferentemente la credencial de elector del propietario del vehículo.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1100,"Licencia de conducir vigente según su especialidad de manejo
NOTA: En caso de que su licencia la sea retirada para su suspensión según el artículo 166 fracción I, inciso b) y c) deberá mostrar boleta de infracción, dejando copia en el expediente para estar en posibilidad de solvetar ese requisito.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1101,Póliza de seguro vigente.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
1102,"Tarjeta de circulación vigente del vehículo
.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,46 BIS,II
1103,Póliza de seguro de responsabilidad civil por daños a terceros;.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,46 BIS,III
1104,Licencia de conducir acorde con el vehículo.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,46 BIS,IV
1105,Ubicación y horarios en donde se realizará la maniobra de carga o descarga.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,46 BIS,"l, c"
1106,Factura o contrato de arrendamiento que acredite la propiedad o posesión legal del vehículo en original o certificada.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,b
1107,Tarjeta de circulación vigente en original o certificada.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,c
1108,Póliza de seguro de responsabilidad civil por daños a terceros en copia certificada.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,d
1109,Licencia de conducir acorde al vehículo.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,e
1110,Permiso o licencia de construcción en su caso.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,f
1111,"Escrito de solicitud donde se señale ruta, horario, tipo de carga, tipo de vehículo, así como la empresa originaria y destinataria.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43,No aplica
1112,"Escrito de Petición, en donde se especifique:
a) Ubicación de crucero
b) Horarios
c) problemática.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,133 BIS,"I - c, d y e"
1113,"Comprobante de domicilio del municipio de Monterrey del mes en curso, (en caso de no coincidir el domicilio, presentar carta de juez auxiliar).",No disponible,No aplica,No aplica,No aplica,No aplica
1114,"Comprobante de domicilio del municipio de Monterrey del mes en curso, (en caso de no coincidir el domicilio, presentar carta de juez auxiliar).",No disponible,No aplica,No aplica,No aplica,No aplica
1115,Cotización por intervención quirúrgica y/o estudios.,No disponible,No aplica,No aplica,No aplica,No aplica
1116,Dictamen médico (indispensable.,No disponible,No aplica,No aplica,No aplica,No aplica
1117,"Para CFE, A y D, Gas Natural
 Copia de credencial de elector del solicitante y del beneficiado (en caso de ser mayor de edad).",No disponible,No aplica,No aplica,No aplica,No aplica
1118,"Para Hospital Universitario
 Copia de credencial de elector del solicitante y del beneficiado (en caso de ser mayor de edad).",No disponible,No aplica,No aplica,No aplica,No aplica
1119,"Vigencia del oficio para el Hospital Universitario no mayor a 30 días, o tarjeta de citas expedida.",No disponible,No aplica,No aplica,No aplica,No aplica
1120,"Requisitos para alta al catálogo de proveedores y prestadores de servicios
Persona moral
1 Solicitud de alta al catálogo de proveedores y prestadores de servicios, formato oficial establecido (Anexo 1).",Municipal,Reglamento,"Reglamento de Adquisiciones, Arrendamientos y Servicios del Gobierno Municipal de Monterrey.",24,No aplica
1121,"Fotografías de la fachada principal del negocio, « identificada con la razón social y número oficial a la vista, del domicilio fiscal (Así como de la sucursal o bodega, en caso de aplicar).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,"III, a)"
1122,"Fotografías de la fachada principal del negocio, « identificada con la razón social y número oficial a la vista, del domicilio fiscal (Así como de la sucursal o bodega, en caso de aplicar) ».",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,"III, a)"
1123,"Acreditamiento de experiencia (art 31 RLAACSNL) mediante el curriculum vitae que contenga: experiencia laboral, listado de sus clientes y la descripción detallada de las líneas de productos y/o servicios Entregar en hoja membretada y firmada por el representante legal Asimismo carta donde se manifiesta bajo protesta de decir verdad, que cuenta con 12 meses como mínimo, realizando en forma generalizada las actividades relacionadas con los bienes y servicios que ofrecerá al Municipio de Monterrey, NL.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1124,"Acreditamiento de experiencia (art 31 RLAACSNL) mediante el curriculum vitae que contenga: experiencia laboral, listado de sus clientes y la descripción detallada de las líneas de productos y/o servicios Entregar en hoja membretada y firmada por el representante legal Asimismo carta dirigida al director(a) de adquisiciones donde se manifiesta bajo protesta de decir verdad, que cuenta con 12 meses como mínimo, realizando en forma generalizada las actividades relacionadas con los bienes y servicios que ofrecerá al Municipio de Monterrey, N L.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1125,Alta ante la SHCP inscripción en el registro federal de contribuyentes y modificaciones fiscales (copia legible).,Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1126,Alta ante la SHCP inscripción en el registro federal de contribuyentes y modificaciones fiscales (copia legible).,Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1127,"Carta dirigida al director(a) de adquisiciones donde se manifiesta bajo protesta de decir verdad, que cuenta con 12 meses como mínimo, realizando en forma generalizada las actividades relacionadas con los bienes y servicios que ofrecerá al Municipio de Monterrey, NL.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1128,"Comprobante de domicilio, más reciente (agua, luz o teléfono) (art 27 Fracc III) «del domicilio fiscal y sucursal o bodega» (copia legible) vigencia: un mes de antigüedad a la fecha de entrega de documentos.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1129,"Comprobante de domicilio, más reciente (agua, luz o teléfono) (art 27 Fracc III) «del domicilio fiscal y sucursal o bodega» (copia legible) vigencia: un mes de antigüedad a la fecha de entrega de documentos.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1130,"Constancia de situación fiscal actualizada, imprimir del portal del SAT, con vigencia dentro del mes en curso a la fecha de entrega de documentación (Artículo 30 RLAACSNL) (Copia legible).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1131,"Constancia de situación fiscal actualizada, imprimir del portal del SAT, con vigencia dentro del mes en curso a la fecha de entrega de documentación (Artículo 30 RLAACSNL) (Copia legible).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1132,"CURP; cédula única de registro de población actualizada, imprimir formato completo de internet (Copia legible).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1133,Declaración anual normal de impuestos del ejercicio inmediato anterior al año en curso; completa y con acuse de recibo Incluyendo comprobantes de pago (Copia legible).,Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1134,Declaración anual normal de impuestos del ejercicio inmediato anterior al año en curso; completa y con acuse de recibo Incluyendo comprobantes de pago (Copia legible).,Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1135,"En caso de realizarse el trámite por diferente persona al representante legal o apoderado general, presentar en hoja membretada, firmada por el representante legal y dirigida al director (a) de adquisiciones Con vigencia del mes en curso a la fecha de entrega de documentación, carta poder simple y copia del INE de la persona contacto a realizar el trámite.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1136,"En caso de realizarse el trámite por diferente persona al representante legal o apoderado general, presentar en hoja membretada, firmada por el representante legal y dirigida al director (a) de adquisiciones Con vigencia del mes en curso a la fecha de entrega de documentación, carta poder simple y copia del IFE de la persona contacto a realizar el trámite.",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1137,"Escritura del acta constitutiva y sus modificaciones en su caso, con la información completa y con el sello o inscripción al registro público de la propiedad y del comercio (copia legible).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1138,"Escritura del poder notarial, completo y con el sello o inscripción al registro público de la propiedad y del comercio (cuando aplique), (copia legible).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1139,"Formato de acreditación y personalidad jurídica, entregar en hoja membretada (Ar 28 RLAACSNL), firmada por el representante legal Con vigencia del mes en curso a la fecha de entrega de documentación (Anexo 3).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1140,"Formato de acreditación y personalidad jurídica, entregar en hoja membretada (Art 28 RLAACSNL), firmada por el representante legal Con vigencia del mes en curso a la fecha de entrega de documentación (Anexo 3).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1141,Formato de solicitud de alta para trámite de pago a proveedores (vía transferencia electrónica) (Anexo 4) el cual se deberá acompañar por copia de encabezado de estado de cuenta donde se visualicen los números de cuenta y clave donde se depositaría.,Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1142,Formato de solicitud de alta para trámite de pago a proveedores (vía transferencia electrónica) (Anexo 4) el cual se deberá acompañar por copia de encabezado de estado de cuenta donde se visualicen los números de cuenta y clave donde se depositaría.,Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1143,"Formato del manifiesto bajo protesta de decir verdad, de no encontrarse en los supuestos del artículo 38, del vigente reglamento de la ley de adquisiciones, arrendamientos y contratación de servicios del estado de nuevo león Entregar en hoja membretada y firmada por el representante legal Con vigencia del mes en curso a la fecha de entrega de documentación (Anexo 2).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1144,"Formato del manifiesto bajo protesta de decir verdad, de no encontrarse en los supuestos del artículo 38, del vigente reglamento de la ley de adquisiciones, arrendamientos y contratación de servicios del estado de nuevo león Entregar en hoja membretada y firmada por el representante legal Con vigencia del mes en curso a la fecha de entrega de documentación (Anexo 2).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1145,"Identificación oficial de la persona física, vigente (Copia legible por ambos lados).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1146,"Identificación oficial del propietario, apoderado o representante legal, vigente (Copia legible por ambos lados).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1147,"Requisitos para alta al catálogo de proveedores y prestadores de servicios
Persona física
1 Solicitud de alta al catálogo de proveedores y prestadores de servicios, formato oficial establecido (Anexo 1).",Estatal,Reglamento,"Reglamento de la ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",27,No aplica
1148,Copia legible de la declaración anual de impuestos del ejercicio inmediato anterior al año en curso (completa y con acuse de recibido) incluyendo comprobantes de pago.,Municipal,Reglamento,"Reglamento de Adquisiciones, Arrendamientos y Servicios del Gobierno Municipal de Monterrey.",28 y 30,No aplica
1149,Documentación donde se acredita los cambios o modificaciones realizados (copia).,Municipal,Reglamento,"Reglamento de Adquisiciones, Arrendamientos y Servicios del Gobierno Municipal de Monterrey.",28 y 30,No aplica
1150,"Escrito dirigido al director(a) de adquisiciones, en hoja membretada y firmada por el representante legal o persona física, donde informe sobre dichos cambios o modificaciones.",Municipal,Reglamento,"Reglamento de Adquisiciones, Arrendamientos y Servicios del Gobierno Municipal de Monterrey.",28 y 30,No aplica
1151,"Persona física o persona moral
1 Solicitud de refrendo al catálogo de proveedores y prestadores de servicios, formato oficial establecido Entregar en hoja membretada y firmada por el representante legal o persona física.",Municipal,Reglamento,"Reglamento de Adquisiciones, Arrendamientos y Servicios del Gobierno Municipal de Monterrey.",28 y 30,No aplica
1152,"Si se realizaron cambios o modificaciones (comunicarse al área de proveedores de la dirección de adquisiciones), y deberá anexar:.",Municipal,Reglamento,"Reglamento de Adquisiciones, Arrendamientos y Servicios del Gobierno Municipal de Monterrey.",28 y 30,No aplica
1153,"En caso de no presentarse el propietario, la persona autorizada para realizar el trámite y recoger el cheque necesita presentar acta constitutiva y/o poder simple, copia de credencial de elector del propietario y del representante.",Estatal,Código,Código Fiscal del Estado de Nuevo León.,23,No aplica
1154,"Presentar recibos originales de pago, o recibo original e improcedencia, según sea el caso y credencial de elector.",Estatal,Código,Código Fiscal del Estado de Nuevo León.,23,No aplica
1155,Credencial de elector del titular.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,II
1156,Último recibo pagado de derecho de anuencia.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,No aplica
1157,Licencia estatal original.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",29 y 30,No aplica
1158,"Si no eres el titular, presentar carta certificada por Notaria.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,64,No aplica
1159,Último recibo de pago.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,64,No aplica
1160,Credencial de elector del titular.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,58,II
1161,"Si es persona física y no acude el titular, carta poder simple con copia de identificación del poderdante y apoderado.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,58,IV
1162,"En caso de persona moral, copia del acta constitutiva, poder del representante y copia de identificación.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,58,ll
1163,"Se requiere en original y copia:
 Solicitud por escrito, justificando el interés jurídico respecto al inmueble, así como los siguientes datos:
 Nombre del interesado, propietario y/o representante legal
 Domicilio
 Teléfono.",Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,1
1164,Identificación de área o superficie a rectificar.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,2
1165,Identificación oficial (persona física o en el caso persona moral identificación de su representante legal).,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,3
1166,Comprobante de domicilio del propietario.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,4
1167,Escritura pública (copia certificada) que lo acredite como legítimo propietario del bien a rectificar.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,5
1168,Poder Notarial cuando proceda.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,6
1169,Acta constitutiva (copia certificada).,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,7
1170,Plano que determine la situación del inmueble señalando la sección vial y banquetas al momento de efectuarse la rectificación de medidas firmado por perito con cédula profesional e incluir copia de ésta.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Tercero,8
1171,"Se requiere en original y copia:
 Solicitud por escrito, justificando el interés jurídico respecto al inmueble, así como los siguientes datos:
 Nombre del interesado
 Domicilio
 Teléfono.",Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Segundo,1
1172,Plano de ubicación.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Segundo,2
1173,Identificación oficial (persona física o en el caso persona moral identificación de su representante legal).,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Segundo,3
1174,Poder Notarial cuando proceda.,Municipal,Acuerdo,Acuerdo mediante el cual se solicitan requisitos y documentación para los trámites de Constancia de Identificación de Áreas Municipales y Constancia de no Afectación a Bienes del Dominio Público Municipal,Segundo,4
1175,"Si es persona física y no acude el titular, carta poder simple con copia de identificación del titular y del apoderado y dos testigos.",Estatal,Código,Código Fiscal del Estado de Nuevo León.,20,No aplica
1176,Identificación oficial del propietario.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1177,Pago de derechos Estatales y Municipales.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1178,Permiso de construcción.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1179,Planos o croquis sellados.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1180,Solicitud debidamente llenada.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1181,"Identificación oficial del propietario
 En caso de no ser el propietario puede asignarse un representante con poder simple, con identificación oficial del propietario, del apoderado y de 2 testigos.",Estatal,Código,Código Fiscal del Estado de Nuevo León.,20,No aplica
1182,Identificación oficial en original de la persona que acuda a realizar el pago.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1183,Informativos de valor catastral.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,28 bis 3,II
1184,Nota declaratoria firmada y sellada por notario y contribuyente.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,28 bis 3,III
1185,Documento donde se acredite la adquisición de un inmueble.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,28 bis 3,No aplica
1186,Documentos diversos según sea el acto jurídico a declarar.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,28 bis 3,No aplica
1187,El pago deberá de ser en efectivo o con cheque certificado o de caja.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,28 bis 3,No aplica
1188,"Si es persona física y no acude el titular, carta poder simple con copia de identificación del titular y del apoderado y dos testigos.",Estatal,Código,Código Fiscal del Estado de Nuevo León.,20,No aplica
1189,Copia de recibos oficiales de derechos municipales y estatales.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1190,Identificación oficial del propietario.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1191,Licencia de construcción vigente.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1192,Planos del permiso de construcción.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1193,Solicitud debidamente llenada.,Estatal,Código,Código Fiscal del Estado de Nuevo León.,19 y 20,No aplica
1194,Credencial de pensionado o jubilado.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,"IX, e"
1195,Identificación oficial vigente (si es casado(a) incluir la identificación oficial del cónyuge).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,"IX, e"
1196,Acta de defunción (ambos padres).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1197,Acta de defunción del cónyuge.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1198,Acta de divorcio.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1199,Acta de Matrimonio (si es casado).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1200,Acta de Matrimonio (si es casado).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1201,Acta de Matrimonio (si es casado).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1202,"Acta de matrimonio, si es casado (a).",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1203,Acta de matrimonio.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1204,Acta de nacimiento (si es casado(a) incluir el acta de nacimiento del cónyuge).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1205,Certificado médico del interesado.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1206,Comprobante de la Delegación # 2 Veteranos.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1207,Constancia de Soltería emitida por Registro Civil (si es soltero).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1208,Constancia de soltería emitido por Registro Civil (si es soltero).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1209,Constancia de Soltería emitido por Registro Civil (si es soltero).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1210,Constancia de Soltería emitido por Registro Civil (si es soltero).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1211,Constancia de Soltería emitido por Registro Civil.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1212,"Copia del Recibo del pago de la pensión o estado de cuenta del Banco, percibiendo una pensión con un ingreso diario que no exceda de 2 cuotas y media ($7,21650 mensuales) Con base en la UMA.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1213,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1214,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1215,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1216,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1217,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1218,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1219,Escrituras donde indique que son afectados al patrimonio familiar.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1220,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1221,Escrituras.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1222,Identificación.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1223,Identificación oficial vigente.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1224,Identificación oficial vigente (si es casado (a) incluir la identificación oficial del cónyuge).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
